num,orig_ind,id,text,label
0,12717,498910146249379841,"More double standards from fat activists  and the #fatacceptance ""movement"" fit guy fat girl #notyourgoodfattypic.twitter.com/ZdPjocfUet",
1,22026,730068199438430208,#fatacceptance because fuck you. I don't have to justify my existence. #glorify,
2,42079,1098325126641201157,"Thin privilege ain?t real y?all. I have a JUICY video coming out on Friday all about this clip #thinprivilege #fatacceptance #fatacceptance @ Ahwatukee, Arizona https://www.instagram.com/p/BuHiKkEH55R/?utm_source=ig_twitter_share&igshid=n81k67kpgaku??",
3,11766,473947403842641922,@holleratme I am saying I find fat acceptance at the corner of someone?s feminism limited,
4,946,17525132174,"New post: ""Huge"" is advance for fat acceptance in Hollywood http://top10.top8.com/?p=4380",
5,20565,687036108316749824,UGH IM SO PASSIONATE ABOUT BODY POSITIVITY AND MORE SPECIFICALLY FAT ACCEPTANCE BUT THERES NOTHING I CAN DO ABOUT IT IM A MESS,
6,43696,1125553890445783040,"Today is International No Diet Day (INDD) 

Celebration of body acceptance, including fat acceptance and body shape diversity.
#InternationalNoDietDay",
7,17945,617255634015232000,Fat acceptance for you. #fatacceptance pic.twitter.com/qo2b0npuzD,
8,9372,378923908688117760,The National Association of Fat Acceptance? As a fat dude myself I find this... *falls asleep while eating a taco*,
9,19225,641501615149719552,To promote #fatacceptance Is to promote slow suicide,
10,30807,902180416735633408,They say that cause anything seen as traditional/wholesome is being labelled as bad also it takes hard work which is against fat acceptance,
11,15941,587316465851858944,This beautiful Tedtalk about self-love and fat acceptance actually reduced me to tears. http://mic.com/articles/114748/this-burlesque-dancer-nails-everything-wrong-with-the-way-we-talk-about-body-image?utm_source=policymicTBLR&&utm_medium=main&utm_campaign=social??,
12,25561,802728782759165953,4. Fat acceptance is bullshit. If you really love and accept yourself you shouldn't need the approval of society.,
13,17393,606058265609240576,Best Weight Loss Results Come From Fat Acceptance http://www.huffingtonpost.com/caroline-j-cederquist-md/positive-body-image_b_4766811.html?? #femsupport #fit #yoga #diet #health,
14,31341,916083842045190144,The College Network Scholar laments thin privilege calls for fat acceptance http://dlvr.it/PsgMP8?,
15,38169,1030131131281235969,Fat acceptance king https://twitter.com/Garfield/status/1030119563399192576??,
16,33250,953883684205137920,I liked a @YouTube video http://youtu.be/DNHtVoBLVH8?a? Leave 'Fat Acceptance' in 2017,
17,33218,954117901912559621,I liked a @YouTube video http://youtu.be/DNHtVoBLVH8?a? Leave 'Fat Acceptance' in 2017,
18,26083,816773038394003456,Doctors warn that fat acceptance can cause healthy self-esteem in those under 15,
19,11534,465575078021705728,"[ #Luiis_3x ] Fat. It?s the new black.: Fat acceptance movement
I know what you?re thinking this... http://bit.ly/1jvOmb6? [ #Luiis_3x ]",
20,41782,1093085209485103105,"*What Every Overweight Person Needs to Hear - Dr Rhonda Patrick on Fat Acceptance
https://www.youtube.com/watch?v=VMI00b3scG0??",
21,4689,175300091706486787,@PCBJohnnyMac I can't believe the National Association to Advance Fat Acceptance is a thing.,
22,13168,518451102292127744,"At the intersection of animal rights, feminism, and fat acceptance is... not @peta.",
23,22213,734557165336334337,"Fat acceptance is bullshit = racism and hate speech
FFS pic.twitter.com/fuzLX7lVZS",
24,10613,441971311167172609,Also that it framed fat acceptance folks and people who complain about sexism as irrational. So I'm un-THISing it. :) Just wasn't thinking.,
25,45195,1150250944548003845,I need fat acceptance #cringeworthy #cringe - http://www.cringingface.com/meme/i-need-fat-acceptance/??pic.twitter.com/EP9Jocu9wL,
26,11993,482461182473666561,@lalochezic @TheSewphist @johubris not fat acceptance just unspeakably wrong to eat or drink on  street,
27,3228,68086009782476800,Guys Who Like Fat Chicks: http://bit.ly/m7U4Pw #HAES #bodyacceptance #fatacceptance #obesity #sex #relationships #bbw #fat,
28,11354,462783911177629696,"Interesting things that no one talks about!

6 Things I Don?t Understand About The Fat Acceptance Movement http://po.st/rczPsC?",
29,5552,195231454073077760,"I wrote about #McDonalds mini-fries at the blog. http://www.fatandnotafraid.jigsy.com? Not nearly as exciting as M 312 stuff, I know. #fatacceptance #HAES",
30,28351,857262846446534658,Enjoy the 'Super Duper Incontrovertibly Incredible & Unrelentingly Exciting Fat Acceptance Test' - on #BookBuzzr - http://bit.ly/2dbhMLZ?,
31,42544,1108126511884726273,Fat shaming made me get off my ass and lose weight. I still have more to lose but I?m getting there with fast. ?Body positivity? and ?fat acceptance? is toxic.,
32,35389,987367260649115648,The room is PACKED! #haes #fatacceptance https://twitter.com/fionabodyposaus/status/987365797633896450??,
33,17646,610429403177320449,My blog today on #fatacceptance and the rubbish that it normalises obesity and is the reason we are getting fatter! https://littlemisscackle.wordpress.com/2015/06/15/fatacceptance-is-ruining-the-world-bla-bla-bla-but-what-about-life-before-it/??,
34,18642,630202825478377472,I hate how the bizarre fat acceptance movement has appropriated the language of LGBT & PoC who face real oppression https://i.imgur.com/L4f30UY.jpg?,
35,26938,834686571953664000,"There is literally no HAES or fat acceptance perspective mentioned, unless it's offensively included in #1",
36,9946,409113135006875648,reblog if you support fat acceptance http://tmblr.co/Zb1vTx10TZkzU?,
37,38665,1037765599940698113,"Another example: if fat acceptance was more mainstream, fat people wouldnt feel like they need a ?safe? exercise place- people stare and make rude comments. Fat acceptance means I don?t need a size friendly exercise class if I?m feeling particularly vulnerable.",
38,12106,485472183142350848,DONT GO INTO FANDOM TAGS OR TAGS ALONG THE LINES OF FEMINISM/ FAT ACCEPTANCE/ETC!!!!!!!!!!!!,
39,31156,909730097065857025,I added a video to a @YouTube playlist http://youtu.be/3Lk1MNck7Fc?a? FAT ACCEPTANCE MEGA COMPILATION 2017 V3 (Health Deniers),
40,45208,1151568179572948992,The Most Cringe Fat Acceptance Video. https://youtu.be/jr6ImUijmhk? via @YouTube,
41,11024,459133477183422465,6 things the author of this doesn't understand about fat acceptance movement. What are YOUR thoughts? #challenging http://thoughtcatalog.com/carolyn-hall/2014/04/6-things-i-dont-understand-about-the-fat-acceptance-movement/??,
42,16420,593442499236081665,@Oalghoul271 the expansion of fat acceptance...women are so insecure they can't date guys who work hard and have good bodies ,
43,23279,759912450858758148,I liked a @YouTube video http://youtu.be/tT-Ob_eYEd8?a? Why I Hate 'Fat Acceptance',
44,17722,612997995852791808,Internet thought of giving a fat acceptance speech. #WhenIJoinedTwitter,
45,18807,634682503203278848,primadonna-grrrl: Fat acceptance means accepting unhealthy fat people. I don?t care if it doesn?t support... http://tmblr.co/ZhEW6v1sVU8ea?,
46,28704,863587754835271680,I'm about to make a YouTube video about how much I hate fat acceptance and I'm fairly certain people will be offended. #notsorry,
47,15303,575032102485422081,CMV: I think the fat acceptance agenda is unfairly lumped in with women's rights. http://ift.tt/1BpYmdj?,
48,18059,619224190206480385,Mermaid Art Doll Painted Tail by HenAndChick http://etsy.me/1NWAfs1? via @Etsy #fatacceptance #sizeacceptance #bodyacceptance,
49,41921,1095513753607643136,Inspiration! Especially the fat acceptance stuff. It helped me to take a good hard look at myself.,
50,48413,1209064361987379201,#FatShaming #FatAcceptance #dietpains World's knowledge in 1 hand site: Women Admit Their Top Regrets -Can We Learn? http://bit.ly/1LjZ9ir?,
51,38796,1039287462269399040,"""Why not normalize it?""
Because you of all people know being at this size isn't healthy and unhealthy lifestyles shouldn't be promoted. Read and her false ""fat acceptance"" consisting of Photoshop and scams makes actual heavy girls ashamed. She's an embarassment. https://twitter.com/Boogie2988/status/1038941610787188737??",
52,9789,400660736872955905,"She is also wearing the most epic full-body spanx I have ever seen, and I've had abdominal surgery. So...this is a fat acceptance statement?",
53,18765,634032162719842304,Enjoy the 'Super Duper Incontrovertibly Incredible & Unrelentingly Exciting Fat Acceptance Test' - on #BookBuzzr - http://bit.ly/9AW2y9?,
54,21818,725566412740128768,Perfection vs TrigglyPuff (Fat Acceptance) pic.twitter.com/LNNb6p0IpT,
55,7656,304393301577048064,"Why the fat acceptance movement does not glamorize obesity, http://dld.bz/zVSp?",
56,7556,301797586564706306,"Fat acceptance is complete crap, and 'healthy and every size' is crap, fat people are so delusional #fatacceptance",
57,31442,916388900255551488,Fat acceptance is literally the worst idea some pathetic fat SJW who can?t lose weight or get a date has ever come up with.,
58,45580,1157014391017148418,"I never went to camp as a kid, not the overnight kind anyway, with bunks and s?mores and all that, and I?m newer to this whole body and fat acceptance movement, so I honestly wasn?t sure what to expect at Camp Thunder Thighs.  http://www.robandsamphoto.com/archive-blog/2019/7/27/camp-thunder-thighs?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com??",
59,15885,586845517457526784,"iamatinyowl: When I say I want more fat acceptance I don?t mean I want to see more hourglass shaped,... http://tmblr.co/ZKSnkx1i8Ngon?",
60,20305,674784120443039744,"@mikema_ but that is part of fat acceptance. it's all people, not just ""the lazy group.""",
